item_id,restaurant_id,item_name,category,raw_category,price,currency,description,variations,variation_min_price,variation_max_price,is_available
880,138,Grilled Wraptor,Shawarma & Wraps,Wraps,690.0,PKR,Get your favorite grilled wraptor,,,,True
881,138,Honey Mustard Wraptor,Shawarma & Wraps,Wraps,539.0,PKR,"Two pieces of 100% whole muscle Chicken tenders wrapped in toasted tortilla bread, combined with fresh lettuce, diced tomatoes, and our signature Honey Mustard sauce. Bold, zesty, and delicious!",,,,True
882,138,Sante Fe Wraptor,Shawarma & Wraps,Wraps,539.0,PKR,"Two pieces of 100% whole muscle Chicken tenders wrapped in toasted tortilla bread, combined with fresh lettuce, diced tomatoes, and our signature Santa Fe sauce. Bold, zesty, and delicious!",,,,True
883,139,7up - 345 ml,Beverages,Beverages,140.0,PKR,Refreshing 7up in a convenient 345 ml bottle. Crisp lemon lime flavored carbonated beverage perfect for quenching your thirst anytime,140,140.0,140.0,True
884,139,Coca Cola - 350 ml,Beverages,Beverages,140.0,PKR,Coca Cola (350 Ml),140,140.0,140.0,True
885,139,Coca Cola Zero - 350 ml,Beverages,Beverages,140.0,PKR,Coca Cola Zero Sugar,140,140.0,140.0,True
886,139,Fanta - 500 ml,Beverages,Beverages,198.0,PKR,"A vibrant, tongue-tingling, and Flavorful Orange refreshment! Click to add to your meal.",198,198.0,198.0,True
887,139,Fanta Anaar 500 ml,Beverages,Beverages,198.0,PKR,Refreshing pomegranate flavored carbonated beverage in a convenient 500ml bottle perfect for quenching your thirst with a burst of natural fruity taste,198,198.0,198.0,True
888,139,Mineral Water 1.5ltr,Beverages,Beverages,140.0,PKR,Refreshing mineral water in a convenient 1.5 liter bottle. Perfect for daily consumption.,140,140.0,140.0,True
889,139,Mineral Water 500 ml,Beverages,Beverages,85.0,PKR,Refreshing mineral water in a convenient 500 ml bottle Perfect for staying hydrated throughout the day,85,85.0,85.0,True
890,139,Pepsi - 345 ml,Beverages,Beverages,140.0,PKR,Refreshing Pepsi in a convenient 345 ml bottle. Crisp carbonated cola with a bold taste perfect for any occasion,140,140.0,140.0,True
891,139,Pepsi Zero Sugar - 345 ml,Beverages,Beverages,140.0,PKR,Refreshing Pepsi Zero Sugar in a convenient 345ml bottle. Enjoy the bold taste of Pepsi with zero sugar and zero calories. Perfect for those seeking great flavor without the guilt.,140,140.0,140.0,True
892,139,Sprite  - 350 ml,Beverages,Beverages,140.0,PKR,A Light & Refreshing Lemon-lime soda to pair with your food! Click to add to your meal.,140,140.0,140.0,True
893,139,Sprite Mint - 350 ml,Beverages,Beverages,140.0,PKR,"The Bold, Refreshing & STRONG cola! Click to add to your meal.",140,140.0,140.0,True
894,139,Almond Biscuit,Snacks,Biscuits,649.0,PKR,Crispy almond biscuit crafted with roasted almonds and premium ingredients. A delightful treat with a perfect blend of nutty flavor and satisfying crunch ideal for tea time or any occasion,250 G: 649; 500 G: 1298; 1 KG: 2498,1.0,2498.0,True
895,139,Almond Jam Biscuit,Snacks,Biscuits,649.0,PKR,Delightful almond jam biscuits with a buttery crunch and sweet fruity filling. These crispy cookies feature roasted almonds and smooth jam that melts in your mouth with every bite.,250 G: 649; 500 G: 1298; 1 KG: 2498,1.0,2498.0,True
896,139,Black Pepper Spicy Cookies,Snacks,Biscuits,649.0,PKR,Crispy cookies infused with bold black pepper and warming spices delivering a delightful kick of heat with every bite Perfect for those who love savory spiced treats,250 G: 649; 500 G: 1298; 1 KG: 2498,1.0,2498.0,True
897,139,Blackcurrant Cookies,Snacks,Biscuits,649.0,PKR,"Delicious black currant cookies with a perfect blend of sweet and tart flavors. Crispy on the outside and soft inside, these treats are ideal for tea time or anytime snacking.",250 G: 649; 500 G: 1298; 1 KG: 2498,1.0,2498.0,True
898,139,Choco Checks Biscuit,Snacks,Biscuits,649.0,PKR,"Delicious chocolate biscuit with a perfect blend of crispy texture and rich cocoa flavor. Each bite delivers a satisfying crunch followed by smooth chocolate goodness, making it an ideal snack for any time of day.",250 G: 649; 500 G: 1298; 1 KG: 2498,1.0,2498.0,True
899,139,Chocolate Almond Biscuit,Snacks,Biscuits,698.0,PKR,Delightful chocolate almond biscuit combining rich cocoa with crunchy roasted almonds. A perfect treat for tea time with a satisfying blend of flavors and textures.,250 G: 698; 500 G: 1298; 1 KG: 2498,1.0,2498.0,True
900,139,Chocolate Crush Biscuit,Snacks,Biscuits,649.0,PKR,Delightful chocolate biscuit with a satisfying crunch and rich cocoa flavor. Perfect for tea time or as a sweet snack throughout the day,250 G: 649; 500 G: 1298; 1 KG: 2498,1.0,2498.0,True
901,139,Chocolate Star Cookies,Snacks,Biscuits,649.0,PKR,Delightful star-shaped chocolate cookies with a rich cocoa flavor and crispy texture. Perfect for tea time or as a sweet treat for any occasion.,250 G: 649; 500 G: 1298; 1 KG: 2498,1.0,2498.0,True
902,139,Coconut Biscuit,Snacks,Biscuits,649.0,PKR,Delightful coconut biscuit with a golden crispy texture and rich coconut flavor. A perfect treat for tea time or any occasion.,250 G: 649; 500 G: 1298; 1 KG: 2498,1.0,2498.0,True
903,139,Coffee Icing Cookies,Snacks,Biscuits,649.0,PKR,Delightful cookies with smooth coffee icing that delivers a rich aromatic flavor. Each bite combines buttery cookie texture with creamy coffee topping for a perfect treat.,250 G: 649; 500 G: 1298; 1 KG: 2498,1.0,2498.0,True
904,139,Corn Flakes Cookies,Snacks,Biscuits,649.0,PKR,Delightful crispy cookies made with golden corn flakes offering a light crunchy texture and wholesome taste. Perfect for tea time snacking or as a sweet treat for the whole family.,250 G: 649; 500 G: 1298; 1 KG: 2498,1.0,2498.0,True
905,139,Diet Chana Biscuit,Snacks,Biscuits,649.0,PKR,Wholesome diet chana biscuit crafted with nutritious chickpea flour offering a light crispy texture and delightful taste Perfect for health conscious snacking,250 G: 649; 500 G: 1298; 1 KG: 2498,1.0,2498.0,True
906,139,Ginger Biscuit,Snacks,Biscuits,649.0,PKR,Crispy ginger biscuits infused with warm spices and fresh ginger root offering a delightful blend of sweet and spicy flavors Perfect for tea time or as a satisfying snack,250 G: 649; 500 G: 1298; 1 KG: 2498,1.0,2498.0,True
907,139,Kalvanji Biscuit,Snacks,Biscuits,649.0,PKR,Traditional Kalvanji biscuit with aromatic nigella seeds offering a delightful crunch and distinctive flavor. Perfect for tea time or as a wholesome snack enjoyed across the region.,250 G: 649; 500 G: 1298; 1 KG: 2498,1.0,2498.0,True
908,139,Lemon Biscuit,Snacks,Biscuits,649.0,PKR,"Crispy and golden lemon biscuits bursting with bright citrus flavor. Perfect with tea or coffee, these delightful treats offer a refreshing tangy sweetness in every bite.",250 G: 649; 500 G: 1298; 1 KG: 2498,1.0,2498.0,True
909,139,Marble Chocolate Biscuit,Snacks,Biscuits,649.0,PKR,"Delightful marble chocolate biscuit featuring swirled patterns of rich dark and creamy white chocolate. Crispy on the outside with a tender center, perfect for tea time or as a sweet treat any time of day.",250 G: 649; 500 G: 1298; 1 KG: 2498,1.0,2498.0,True
910,139,Mix Fruit Cookies,Snacks,Biscuits,649.0,PKR,Delightful cookies bursting with a medley of dried fruits including raisins cranberries and apricots. Each bite offers a perfect balance of sweetness and chewy texture making them an ideal treat for any occasion.,250 G: 649; 500 G: 1298; 1 KG: 2498,1.0,2498.0,True
911,139,Orange Marmalade Cookies,Snacks,Biscuits,649.0,PKR,"Delightful cookies infused with tangy orange marmalade offering a perfect balance of sweet and citrus flavors. These buttery biscuits feature a tender crumb with bursts of zesty orange jam throughout, ideal for tea time enjoyment.",250 G: 649; 500 G: 1298; 1 KG: 2498,1.0,2498.0,True
912,139,Peanut Honey Cookies,Snacks,Biscuits,649.0,PKR,"Delicious peanut honey cookies with a perfect blend of roasted peanuts and golden honey. Crispy on the outside with a soft chewy center, these biscuits are ideal for tea time or as a wholesome snack",250 G: 649; 500 G: 1298; 1 KG: 2498,1.0,2498.0,True
913,139,Peanut Vanilla Cookies,Snacks,Biscuits,649.0,PKR,"Delightful peanut vanilla cookies with a perfect blend of roasted peanuts and smooth vanilla flavors. Crispy on the outside and soft inside, these treats are ideal for tea time or as a sweet snack anytime.",250 G: 649; 500 G: 1298; 1 KG: 2498,1.0,2498.0,True
914,139,Sesame Biscuit,Snacks,Biscuits,649.0,PKR,Crispy and golden sesame biscuits with a delightful nutty flavor. These traditional treats are perfectly baked and ideal for tea time or as a wholesome snack.,250 G: 649; 500 G: 1298; 1 KG: 2498,1.0,2498.0,True
915,139,Sweet Candy Biscuits,Snacks,Biscuits,649.0,PKR,Delightful sweet candy biscuits with a crispy texture and delicious flavor. Perfect for tea time or as a tasty snack any time of day,250 G: 649; 500 G: 1298; 1 KG: 2498,1.0,2498.0,True
916,139,Zeera Biscuit,Snacks,Biscuits,649.0,PKR,Crispy and aromatic zeera biscuit infused with cumin seeds offering a savory and authentic taste perfect for tea time snacking,250 G: 649; 500 G: 1298; 1 KG: 2498,1.0,2498.0,True
917,139,Brownie Chocolate Chip,Other,Brownies,298.0,PKR,Made with cocoa powder and chocolate chips,298,298.0,298.0,True
918,139,Cadbury Dairy Milk Brownie,Other,Brownies,298.0,PKR,Rich and fudgy brownie infused with creamy Cadbury Dairy Milk chocolate delivering intense cocoa flavor in every bite A decadent treat perfect for chocolate lovers,298,298.0,298.0,True
919,139,Nutella Brownie,Other,Brownies,298.0,PKR,Thick fudgy brownies swirled with huge ribbons of nutella,298,298.0,298.0,True
920,139,Nutella Caramel Brownie,Other,Brownies,298.0,PKR,"Fudgy, crinkly espresso brownies, baked, then layered with sweet Nutella and chunks of homemade salted caramel",298,298.0,298.0,True
921,139,Oreo Brownie,Other,Brownies,298.0,PKR,"Tall, thick and fudgy and packed with Oreos",298,298.0,298.0,True
922,139,Tripple Choc Brownie,Other,Brownies,298.0,PKR,"Fudgy, as gooey as you want, and very, very chocolatey",298,298.0,298.0,True
923,139,Walnut Chocolate Brownie,Other,Brownies,298.0,PKR,Jalal Sons Walnut Chocolate Brownie,298,298.0,298.0,True
924,139,Beef Cheese Burger,Burgers,Burgers,798.0,PKR,Juicy beef patty topped with melted special cheese thousand island sauce and crispy fried onions served on a soft toasted bun,798,798.0,798.0,True
925,139,Chicken Cheese Burger,Burgers,Burgers,798.0,PKR,Juicy grilled chicken patty topped with melted special cheese crisp lettuce and fresh onions finished with a delicious sweet and sour sauce,798,798.0,798.0,True
926,139,Crispy Chicken Burger,Burgers,Burgers,598.0,PKR,Crispy golden fried chicken breast topped with fresh crisp lettuce and creamy mayo served on a soft toasted bun,598,598.0,598.0,True
927,139,Double Beef Cheese Burger,Burgers,Burgers,898.0,PKR,"Two juicy beef patties stacked high with double special sauce, tangy thousand island dressing and crispy fried onions for an unforgettable burger experience",898,898.0,898.0,True
928,139,Golden Baked Burger,Burgers,Burgers,798.0,PKR,JS Golden Baked Burger,798,798.0,798.0,True
929,139,Hot Chick Burger,Burgers,Burgers,598.0,PKR,"Spicy chicken patty topped with fresh lettuce, tomato, and creamy sauce on a toasted bun.",598,598.0,598.0,True
930,139,Peri Peri Chicken Burger,Burgers,Burgers,798.0,PKR,"Peri peri chicken, Mayo, onions and tomatoes",798,798.0,798.0,True
931,139,Grill Chicken Burrito,Other,Burritos,695.0,PKR,These Grilled Chicken Burritos are one of our favorite quick and easy meals,695,695.0,695.0,True
932,139,Pulled Chicken Burrito,Other,Burritos,695.0,PKR,"A juicy seasoned chicken filling, refried beans, corn, cheese",695,695.0,695.0,True
933,139,Mango Milk Cake,Desserts,Cake Of The Month,2198.0,PKR,Delicious Fresh Mango Milk Cake featuring layers of soft sponge cake infused with creamy milk and topped with fresh mango puree. A perfect blend of tropical flavors and smooth texture that melts in your mouth.,2198,2198.0,2198.0,True
934,139,Almond Nan Khatai 250Gm,Desserts,Cake Rusk,998.0,PKR,Jalal Sons Almond Nan Khatai 250Gm,998,998.0,998.0,True
935,139,Bran Cake Rusk - 450g,Desserts,Cake Rusk,998.0,PKR,"Crisp, twice-baked slices of cake made with bran, providing a crunchy texture and a nutty, slightly sweet flavor. Ideal for a wholesome snack or dipping in beverages",998,998.0,998.0,True
936,139,Milky Cake Rusk - 450g,Desserts,Cake Rusk,998.0,PKR,"Crispy, twice-baked slices of cake with a milky flavor, offering a crunchy texture and subtly sweet taste, ideal for dipping in tea or coffee",998,998.0,998.0,True
937,139,Premium Butter Cake Rusk - 450g,Desserts,Cake Rusk,1498.0,PKR,"Crisp, twice-baked slices of cake made with high-quality butter, delivering a rich, buttery flavor and a satisfying crunch, perfect for pairing with tea or coffee.",1498,1498.0,1498.0,True
938,139,Sugar Free Cake Rusk - 450g,Desserts,Cake Rusk,998.0,PKR,"Crisp, twice-baked slices of cake made without added sugar, offering a crunchy texture and a mild, natural sweetness from alternative sweeteners or ingredients, perfect for a healthier snack or dipping in tea",998,998.0,998.0,True
939,139,Tea Cake Rusk - 450g,Desserts,Cake Rusk,998.0,PKR,"Crisp, twice-baked slices of lightly sweet tea cake, perfect for dipping in tea or coffee, offering a crunchy texture and a subtle, buttery flavor",998,998.0,998.0,True
940,139,Chocolate Happiness Cake,Desserts,Cakes,2198.0,PKR,Decadent chocolate cake layered with rich cocoa frosting and smooth ganache. Each bite delivers pure indulgence with moist crumb and intense chocolate flavor. Perfect for celebrations and special moments.,2198,2198.0,2198.0,True
941,139,Coconut Almond Milk Cake,Desserts,Cakes,2498.0,PKR,A delightful cake featuring tender coconut and roasted almonds blended with creamy milk creating a moist and flavorful dessert Perfect for any occasion,2498,2498.0,2498.0,True
942,139,Cookies & Cream Milk Cake,Desserts,Cakes,498.0,PKR,Experience the perfect crunch of cookie crumbles meeting our signature velvety milk cake base. A delightful Cookies and Cream Milk Cake that combines rich creamy flavors with delicious cookie texture in every bite.,498,498.0,498.0,True
943,139,Lotus Biscoff Milk Cake,Desserts,Cakes,498.0,PKR,The wait is over. Meet our newest obsession: the Lotus Biscoff Milk Cake. We have combined our signature creamy milk cake with the irresistible spiced caramel crunch of Biscoff.,498,498.0,498.0,True
944,139,Pistachio Paradise Milk Cake,Desserts,Cakes,498.0,PKR,"Nutty, creamy, and undeniably luxurious. Our new Pistachio Paradise Milk Cake has officially arrived at Jalal Sons. Experience the perfect harmony in every bite.",498,498.0,498.0,True
945,139,Premium Cadbury Cake,Desserts,Cakes,2998.0,PKR,JS Red Lable Cake,2998,2998.0,2998.0,True
946,139,Premium Kitkat Chocolate Cake,Desserts,Cakes,2398.0,PKR,Kitkat Chocolate Cake,2398,2398.0,2398.0,True
947,139,Premium Lotus Cake,Desserts,Cakes,2598.0,PKR,Imported Lotus Flavored  Cake with Lotus biscoff spread and crushed lotus biscuit.,2598,2598.0,2598.0,True
948,139,Premium Nutella Cake,Desserts,Cakes,2498.0,PKR,Nutella Cake,2498,2498.0,2498.0,True
949,139,Premium Red Velvet Cake,Desserts,Cakes,2398.0,PKR,Red Velvet Cake,2398,2398.0,2398.0,True
950,139,Premium Three Milk Cake,Desserts,Cakes,2398.0,PKR,"Savor the magic of Jalal Sons Premium Three Milk Cake—a masterpiece of indulgence! Imagine layers of ultra-moist sponge cake luxuriously soaked in a trio of creamy milks, topped with a cloud-like whipped cream frosting. Every bite is a celebration of rich, velvety textures and irresistible sweetness. Perfect for elevating any occasion or treating yourself to pure bliss. Because you deserve nothing less than extraordinary",2398,2398.0,2398.0,True
951,139,Raffaello Milk Cake,Desserts,Cakes,498.0,PKR,Experience pure bliss with our latest arrival the Raffaello Milk Cake Creamy delicate and undeniably decadent its the perfect treat you have been waiting for,498,498.0,498.0,True
952,139,Crispy Chicken Burger with Drink - 345ml,Deals & Combos,Celebration Deals & Discounts,663.04,PKR,Crispy burger with Drink,663.04,663.04,663.04,True
953,139,Mix Mini Cookies Tin,Deals & Combos,Celebration Deals & Discounts,2014.208,PKR,A delightful assortment of mini cookies in a premium tin featuring an irresistible variety of flavors and textures perfect for gifting or personal enjoyment,2014.208,2014.208,2014.208,True
954,139,Pizza Deal - Small Pizza with 345ml Drink,Deals & Combos,Celebration Deals & Discounts,877.184,PKR,1 Small pizza with 345ml drink,877.184,877.184,877.184,True
955,139,Sandwich With Drink,Deals & Combos,Celebration Deals & Discounts,775.04,PKR,Sandwich With 345ml drink,775.04,775.04,775.04,True
956,139,Chicken Chowmein,Other,Chow Mein,1198.0,PKR,Thick noodles with chicken cuts and assorted vegetables,1198,1198.0,1198.0,True
957,139,Dragon Chowmein,Other,Chow Mein,1198.0,PKR,Thick noodles with sliced beef and assorted vegetables,1198,1198.0,1198.0,True
958,139,Medium Pizza Saver,Deals & Combos,Discounted Deals,1198.0,PKR,Enjoy one delicious medium pizza with your choice of toppings at a great value price. Perfect for a quick and satisfying meal.,1198,1198.0,1198.0,True
959,139,Family Combo,Deals & Combos,Family Deal,3198.0,PKR,Get 9pcs baked chicken with large pizza,3198,3198.0,3198.0,True
960,139,Crisparatha,Wings & Fried,Fried Items,498.0,PKR,Don't miss eating the most flaky and crispy parathas in town!,498,498.0,498.0,True
961,139,Crispy Chicken Pieces,Wings & Fried,Fried Items,598.0,PKR,Succulent chicken with a crisp layer of goodness,3 Pieces: 598; 9 Pieces: 1798,3.0,1798.0,True
962,139,Hot Wings,Wings & Fried,Fried Items,398.0,PKR,Crispy deep fried hot wings with chili and tomato sauce,5 Pieces: 398; 10 Pieces: 598,5.0,598.0,True
963,139,JS Baked Chicken 9 pcs,Other,Healthy Diet,1998.0,PKR,Baked Chicken 9 pcs,1998,1998.0,1998.0,True
964,139,JS Baked Drumsticks 9 Pcs,Other,Healthy Diet,1998.0,PKR,Drumsticks 9 Pcs,1998,1998.0,1998.0,True
965,139,JS Chicken Baked Wings 6 Pcs,Other,Healthy Diet,395.0,PKR,"Crispy, golden-baked wings with tender, flavorful perfection!",395,395.0,395.0,True
966,139,JS Peri Peri Baked Wings 6 Pcs,Other,Healthy Diet,495.0,PKR,"Juicy wings in fiery Peri Peri sauce, bursting with smoky, zesty flavor!",495,495.0,495.0,True
967,139,JS Chicken Lasagna,Other,Italian,698.0,PKR,"Chicken lasagna with chicken, cheese and capsicum",698,698.0,698.0,True
968,139,Mac & Cheese,Other,Italian,998.0,PKR,Mac & cheese With Chicken and special sauce,998,998.0,998.0,True
969,139,Mac & Cheese Cheetos,Other,Italian,998.0,PKR,"Mac & Cheese with Chicken, special sauce and Cheetos",998,998.0,998.0,True
970,139,Galaxy Chocolate Can Cake,Snacks,New Arrivals,598.0,PKR,Layers of rich chocolate crumb and smooth cream combined with distinctively velvety chocolate taste in a modern pull-can design. A premium dessert experience ready whenever you are.,598,598.0,598.0,True
971,139,Lotus Can Cake,Snacks,New Arrivals,798.0,PKR,"The Lotus Can Cake
Sealed for freshness every spoonful delivers a perfect symphony of textures featuring distinct gorgeous layers of rich Lotus spread velvety cream and a satisfyingly crunchy biscuit base. Grab yours today and dig into pure bliss",798,798.0,798.0,True
972,139,Milo Malt Can Cake,Snacks,New Arrivals,598.0,PKR,"Discover the perfect fusion of rich chocolate and distinct malted flavours with the Jalal Sons Milo Malt Can Cake. Savor layers of moist chocolate sponge and creamy, malt-infused frosting, this decadent creation delivers a refined taste profile in every spoonful.",598,598.0,598.0,True
973,139,Salted Caramel Can Cake,Snacks,New Arrivals,598.0,PKR,"Delight in the exquisite balance of sweet and savory notes with the Jalal Sons Salted Caramel Can Cake. Meticulous layers of moist sponge, velvety cream, and golden salted caramel, this decadent treat brings together rich flavors in a clean, modern presentation.",598,598.0,598.0,True
974,139,Strawberry Can Cake,Snacks,New Arrivals,598.0,PKR,"Experience the vibrant harmony of sweet fruit and delicate sponge with the Jalal Sons Strawberry Can Cake. Crafted to deliver a refined and refreshing taste profile, this dessert offers a sophisticated balance of flavours in every bite",598,598.0,598.0,True
975,139,JS Chatkhara Mix 200g,Sides & Appetizers,Nimco & Snacks,498.0,PKR,JS Chatkhara Mix Nimco 200g,498,498.0,498.0,True
976,139,JS Masala Chips 150g,Sides & Appetizers,Nimco & Snacks,298.0,PKR,Jalal Sons Masala Chips 150g,298,298.0,298.0,True
977,139,JS Plain Chips 150g,Sides & Appetizers,Nimco & Snacks,298.0,PKR,Jalal Sons Plain Chips 150g,298,298.0,298.0,True
978,139,JS Shahi Mix 200g,Sides & Appetizers,Nimco & Snacks,498.0,PKR,JS Shahi Mix Nimco 200g,498,498.0,498.0,True
979,139,JS Spicy Crunch 200g,Sides & Appetizers,Nimco & Snacks,498.0,PKR,JS Spicy Crunch Nimco 200g,498,498.0,498.0,True
980,139,Js Daal Moth 200g,Sides & Appetizers,Nimco & Snacks,498.0,PKR,Js Daal Moth Nimco 200g,498,498.0,498.0,True
981,139,js daal mong 200g,Sides & Appetizers,Nimco & Snacks,498.0,PKR,"Rich, earthy whole lentil traditional Indian stew",498,498.0,498.0,True
982,139,Black Pepper Chicken,Other,Pan Asian Main Course - Classic Entree,1198.0,PKR,"Chicken cubes with crushed peppers, onions and green chilies",1198,1198.0,1198.0,True
983,139,Chicken Manchurian,Other,Pan Asian Main Course - Classic Entree,1198.0,PKR,Chicken cubes in spicy tomato chili sauce,1198,1198.0,1198.0,True
984,139,Kung Pao Chicken,Other,Pan Asian Main Course - Classic Entree,1198.0,PKR,"Chicken cubes with peanuts, dried red chilies and scallions",1198,1198.0,1198.0,True
985,139,Szechuan Chicken,Other,Pan Asian Main Course - Classic Entree,1198.0,PKR,Chicken cubes and shallots in szechuan sauce,1198,1198.0,1198.0,True
986,139,Thai Crispy Sweet & Sour Chicken,Other,Pan Asian Main Course - Classic Entree,1198.0,PKR,"Stir fried sweet and sour chicken with bell pepper, onion and sesame seeds",1198,1198.0,1198.0,True
987,139,Almonds Chicken,Other,Pan Asian Main Course - Premium Entree,1798.0,PKR,Mildly spiced chicken with vegetables and roasted almonds,1798,1798.0,1798.0,True
988,139,Beef Chilli Dry,Other,Pan Asian Main Course - Premium Entree,1498.0,PKR,"Pieces of sliced and marinated beef stir-fried with chinese spices, chilies, and soy sauce for a spicy beef dish",1498,1498.0,1498.0,True
989,139,Beef Chilli Onion,Other,Pan Asian Main Course - Premium Entree,1498.0,PKR,Juicy pieces of beef stir fried with chillies and onions cooked in special peppery sauce,1498,1498.0,1498.0,True
990,139,Chicken Chili Dry,Other,Pan Asian Main Course - Premium Entree,1498.0,PKR,Sliced chicken with green chilies in dark soya sauce,1498,1498.0,1498.0,True
991,139,JS Special Beef,Other,Pan Asian Main Course - Premium Entree,1798.0,PKR,Tender sliced beef cooked in secret spices and veggies to make a spicy treat for your taste buds!,1798,1798.0,1798.0,True
992,139,Thai Cashew Nuts Chicken,Other,Pan Asian Main Course - Premium Entree,1798.0,PKR,"Chicken cubes with cashew nuts, shitake mushrooms and vegetables in oyster sauce",1798,1798.0,1798.0,True
993,139,Bite Size,Desserts,Pastries & Donuts,998.0,PKR,Treat to tastebuds,998,998.0,998.0,True
994,139,Coffee Pastry,Desserts,Pastries & Donuts,258.0,PKR,Creamy & Delicious,258,258.0,258.0,True
995,139,Dairy Milk Pastry,Desserts,Pastries & Donuts,258.0,PKR,Delicious Dairy Milk pastry featuring layers of soft flaky pastry filled with rich creamy chocolate and smooth milk flavors. A perfect treat for chocolate lovers.,258,258.0,258.0,True
996,139,Fudge Pastry,Desserts,Pastries & Donuts,258.0,PKR,"Made with sugar, milk or cream, butter and chocolate or other flavorings",258,258.0,258.0,True
997,139,JS Boston Cream Donut,Desserts,Pastries & Donuts,258.0,PKR,"Pastry cream made with eggs,cream,sugar butter & cornstarch",258,258.0,258.0,True
998,139,JS Double Chocolate Donut,Desserts,Pastries & Donuts,258.0,PKR,Powdered sugar with a bit of liquid and coco powder or melted chocolate,258,258.0,258.0,True
999,139,JS Lemon Tart Pastry,Desserts,Pastries & Donuts,258.0,PKR,Lemon Tart,258,258.0,258.0,True
1000,139,JS Lotus Donut,Desserts,Pastries & Donuts,258.0,PKR,"Fried and deepfrozen yeast raised dough, donut filled with Lotus Biscoff Spread",258,258.0,258.0,True
1001,139,JS Nutella Donut,Desserts,Pastries & Donuts,258.0,PKR,"These Nutella donuts are the softest, puffiest yeast donuts ever",258,258.0,258.0,True
1002,139,JS Plain Glaze Donut,Desserts,Pastries & Donuts,258.0,PKR,Light and fluffy,258,258.0,258.0,True
1003,139,JS Sprinkle Donut,Desserts,Pastries & Donuts,258.0,PKR,"Soft, fluffy birthday confetti donuts",258,258.0,258.0,True
1004,139,Js Ferrero Chocolate Donut,Desserts,Pastries & Donuts,258.0,PKR,Chocolate hazelnut gelato sandwiched inside a powdered donut,258,258.0,258.0,True
1005,139,Lemon Pastry,Desserts,Pastries & Donuts,258.0,PKR,Delicate lemon pastry with a light flaky crust and bright citrus filling. A perfect balance of sweet and tangy flavors with a smooth creamy center and zesty lemon notes throughout.,258,258.0,258.0,True
1006,139,Mud Chocolate Pastry,Desserts,Pastries & Donuts,258.0,PKR,Decadent mud chocolate pastry with layers of rich dark chocolate and velvety ganache filling. A heavenly treat for chocolate lovers with a delicate crispy exterior and smooth creamy center.,258,258.0,258.0,True
1007,139,Nutella Chocolate Pastry,Desserts,Pastries & Donuts,258.0,PKR,Decadent pastry layered with smooth creamy Nutella chocolate spread creating a delightful combination of crispy exterior and rich indulgent filling Perfect for chocolate lovers,258,258.0,258.0,True
1008,139,Pineapple Pastry,Desserts,Pastries & Donuts,258.0,PKR,Delicious pineapple pastry with a flaky golden crust filled with sweet tropical pineapple chunks and creamy custard. A perfect treat for any time of day.,258,258.0,258.0,True
1009,139,Chicken Breast Fillet,Meat Mains,Peri Peri Chicken,598.0,PKR,Peri peri chicken breast fillet served with rice,598,598.0,598.0,True
1010,139,Extra Peri Peri Rice,Meat Mains,Peri Peri Chicken,120.0,PKR,Peri peri rice for extra serving,120,120.0,120.0,True
1011,139,Peri Peri Chicken,Meat Mains,Peri Peri Chicken,998.0,PKR,Peri peri chicken Served with rice,Quarter: 998; Half: 1698; Whole Chicken: 2998,998.0,2998.0,True
1012,139,Tender Chicken Strips & Spicy Rice,Meat Mains,Peri Peri Chicken,598.0,PKR,Tender chicken strips served with spicy rice,598,598.0,598.0,True
1013,139,Chicken Fajita,Pizza,Pizzas,798.0,PKR,"Chicken fajita, cheese, capsicum, mushrooms and onions",Small: 798; Medium: 1498; Large: 2198,798.0,2198.0,True
1014,139,Chicken Supreme,Pizza,Pizzas,798.0,PKR,"Chicken tikka, chicken sausages, cheese, black olives, capsicum, mushrooms, onions and tomatoes",Small: 798; Medium: 1498; Large: 2198,798.0,2198.0,True
1015,139,Chicken Tikka,Pizza,Pizzas,798.0,PKR,"Chicken tikka, cheese and onions",Small: 798; Medium: 1498; Large: 2198,798.0,2198.0,True
1016,139,Crown Crust Square Pizza,Pizza,Pizzas,2498.0,PKR,"Experience the ultimate pizza ! With Jalal sons Crown Crust Cheesefull Pizza. Enjoy a unique blend of grilled chicken, olives, onion, capsicum, and special sauce, all baked to perfection on a signature crown crust for an unforgettable taste.",2498,2498.0,2498.0,True
1017,139,Kabab Crust Pizza,Pizza,Pizzas,2498.0,PKR,"Experience pizza perfection with Jalal Sons! Our Kabab Chees Pizza features a mouthwatering blend of grilled chicken kabab, juicy olives, crisp onions, vibrant capsicum, and our signature special sauce. All this flavor is expertly baked on a unique kabab chees crust, creating an unforgettable explosion of taste.",2498,2498.0,2498.0,True
1018,139,Mexican Pizza,Pizza,Pizzas,798.0,PKR,"Chicken, Mexican Sauce, cheese, black olives, capsicum, mushrooms, onions and tomatoes",Small: 798; Medium: 1498; Large: 2198,798.0,2198.0,True
1019,139,Newyork Style Margherita,Pizza,Pizzas,798.0,PKR,Special pizza sauce and cheese,Small: 798; Medium: 1498; Large: 2198,798.0,2198.0,True
1020,139,Peri Peri Pizza,Pizza,Pizzas,798.0,PKR,"Breast fillet, special peri peri sauce, cheese and onion",Small: 798; Medium: 1498; Large: 2198,798.0,2198.0,True
