candidate_id,restaurant_id,restaurant_name,candidate_type,display_name,category,price,rating,area,embed_text
item_245,131,Boomerang - Phase 4 DHA,menu_item,Littul Curly Fries,Sides & Appetizers,245.0,4.9,DHA,"Littul Curly Fries . Sides & Appetizers . 150 grams of golden, crunchy twisted potato . at Boomerang - Phase 4 DHA . in DHA"
item_246,131,Boomerang - Phase 4 DHA,menu_item,Littul Straight Fries,Sides & Appetizers,195.0,4.9,DHA,"Littul Straight Fries . Sides & Appetizers . 150 grams of golden, crunchy, straight-cut potato . at Boomerang - Phase 4 DHA . in DHA"
item_247,131,Boomerang - Phase 4 DHA,menu_item,Loaded Fries,Sides & Appetizers,995.0,4.9,DHA,Loaded Fries . Sides & Appetizers . Crispy fries smothered in rich saucy goodness . at Boomerang - Phase 4 DHA . in DHA
item_248,131,Boomerang - Phase 4 DHA,menu_item,Saucy Fries,Sides & Appetizers,495.0,4.9,DHA,"Saucy Fries . Sides & Appetizers . Get ready for a flavor explosion! Our signature straight-cut fries, sprinkled with magical Star Dust seasoning, paired with your favourite sauce. . at Boomerang - Phase 4 DHA . in DHA"
item_249,131,Boomerang - Phase 4 DHA,menu_item,Straight Fries,Sides & Appetizers,395.0,4.9,DHA,"Straight Fries . Sides & Appetizers . 300 grams of Golden, crunchy straight cut potato fries . at Boomerang - Phase 4 DHA . in DHA"
item_250,131,Boomerang - Phase 4 DHA,menu_item,Curly Littul Meal,Deals & Combos,345.0,4.9,DHA,Curly Littul Meal . Deals & Combos . Our Golden crunchy twisted potato with refreshing cola . at Boomerang - Phase 4 DHA . in DHA
item_251,131,Boomerang - Phase 4 DHA,menu_item,Straight Littul Meal,Deals & Combos,295.0,4.9,DHA,"Straight Littul Meal . Deals & Combos . Our Golden, crunchy, straight-cut potato with a refreshing drink . at Boomerang - Phase 4 DHA . in DHA"
item_252,131,Boomerang - Phase 4 DHA,menu_item,Chicken Tenders,Other,895.0,4.9,DHA,Chicken Tenders . Other . Crispy juicy chicken strips with golden crunch . at Boomerang - Phase 4 DHA . in DHA
item_253,1,Burger O'Clock,menu_item,Buffalo Wings,Sides & Appetizers,699.0,4.7,DHA,Buffalo Wings . Sides & Appetizers . 6 pcs of wings tossed in buffalo sauce. . at Burger O'Clock . in DHA
item_254,1,Burger O'Clock,menu_item,Crispy Wings,Sides & Appetizers,699.0,4.7,DHA,"Crispy Wings . Sides & Appetizers . 6 pcs chicken wings infused with our unique in-house flavors, served with a delectable sauce. . at Burger O'Clock . in DHA"
item_255,1,Burger O'Clock,menu_item,Honey Mustard Wings,Sides & Appetizers,699.0,4.7,DHA,Honey Mustard Wings . Sides & Appetizers . 6 pcs of wings tossed in honey mustard sauce. . at Burger O'Clock . in DHA
item_256,1,Burger O'Clock,menu_item,Nuggets,Sides & Appetizers,599.0,4.7,DHA,"Nuggets . Sides & Appetizers . 6 pcs nuggets, crispy and golden on the outside, juicy on the inside. . at Burger O'Clock . in DHA"
item_257,1,Burger O'Clock,menu_item,Peri Bites,Sides & Appetizers,899.0,4.7,DHA,"Peri Bites . Sides & Appetizers . 5 pcs spicy chicken filled in a chili, coated in crispy breading, served with a dipping sauce. . at Burger O'Clock . in DHA"
item_258,1,Burger O'Clock,menu_item,Smoky BBQ Wings,Sides & Appetizers,699.0,4.7,DHA,Smoky BBQ Wings . Sides & Appetizers . 6 pcs of wings tossed in smoky BBQ sauce. . at Burger O'Clock . in DHA
item_259,1,Burger O'Clock,menu_item,Tender Chicken,Sides & Appetizers,899.0,4.7,DHA,"Tender Chicken . Sides & Appetizers . 5 pcs of crispy chicken delight, with a juicy surprise inside. . at Burger O'Clock . in DHA"
item_260,1,Burger O'Clock,menu_item,Beef Belt Buster - Four Patty,Burgers,1799.0,4.7,DHA,"Beef Belt Buster - Four Patty . Burgers . 4 juicy smash beef patties, 4 cheese slices and our special BOC secret sauce. . at Burger O'Clock . in DHA"
item_261,1,Burger O'Clock,menu_item,Beef Cheese,Burgers,949.0,4.7,DHA,"Beef Cheese . Burgers . 5 oz. Juicy smash beef patty, BOC secret sauce, cheese slice, mayonnaise, and ketchup. . at Burger O'Clock . in DHA"
item_262,1,Burger O'Clock,menu_item,Beef Mushroom Madness,Burgers,1049.0,4.7,DHA,"Beef Mushroom Madness . Burgers . Smashed beef patty topped with imported mushrooms, perfectly sautéed onions, and melty cheese slice with BOC special mayo sauce. . at Burger O'Clock . in DHA"
item_263,1,Burger O'Clock,menu_item,Beef Old School,Burgers,949.0,4.7,DHA,"Beef Old School . Burgers . Taste the essence of nostalgia with 5 oz. Juicy smash beef patty, BOC secret sauce, cheese slices, tomato slices, onions, pickled cucumber, and iceberg lettuce. . at Burger O'Clock . in DHA"
item_264,1,Burger O'Clock,menu_item,Beef Smoky Tang,Burgers,999.0,4.7,DHA,"Beef Smoky Tang . Burgers . Juicy smash beef patty, BOC secret sauce, cheese slice, beef pepperoni, sautéed onions, BBQ sauce, BBQ mayo sauce, and iceberg lettuce. . at Burger O'Clock . in DHA"
item_265,1,Burger O'Clock,menu_item,Blazin Bird,Burgers,999.0,4.7,DHA,"Blazin Bird . Burgers . Crisp up your meal with a hint of spice! Description: Crispy chicken Breast fillet, chipotle mayo sauce, and iceberg lettuce. . at Burger O'Clock . in DHA"
item_266,1,Burger O'Clock,menu_item,Jalapeno Blast,Burgers,1049.0,4.7,DHA,"Jalapeno Blast . Burgers . Crispy chicken Breast Fillet, BOC secret sauce, jalapenos, jalapeno mayo sauce and, iceberg lettuce. . at Burger O'Clock . in DHA"
item_267,1,Burger O'Clock,menu_item,Smoky Bliss,Burgers,1049.0,4.7,DHA,"Smoky Bliss . Burgers . Crispy chicken Breast Fillet, BOC secret sauce, cheese slice, chicken pepperoni, sautéed onions, BBQ sauce, BBQ mayo sauce, and iceberg lettuce. . at Burger O'Clock . in DHA"
item_268,1,Burger O'Clock,menu_item,The OG Burger,Burgers,999.0,4.7,DHA,"The OG Burger . Burgers . Crispy chicken Breast Fillet, BOC secret sauce, mayonnaise, and iceberg lettuce. . at Burger O'Clock . in DHA"
item_269,1,Burger O'Clock,menu_item,Coca Cola - 350 Ml,Beverages,149.0,4.7,DHA,Coca Cola - 350 Ml . Beverages . Flavored drink to make you happy . at Burger O'Clock . in DHA
item_270,1,Burger O'Clock,menu_item,Coca Zero - 350 Ml,Beverages,149.0,4.7,DHA,Coca Zero - 350 Ml . Beverages . Flavored drink to make you happy . at Burger O'Clock . in DHA
item_271,1,Burger O'Clock,menu_item,FANTA - 500 ML,Beverages,199.0,4.7,DHA,FANTA - 500 ML . Beverages . Flavored drink to make you happy . at Burger O'Clock . in DHA
item_272,1,Burger O'Clock,menu_item,Mineral Water (Dasani),Beverages,89.0,4.7,DHA,Mineral Water (Dasani) . Beverages . Refreshing Bottle of Water . at Burger O'Clock . in DHA
item_273,1,Burger O'Clock,menu_item,Sprite - 350 Ml,Beverages,149.0,4.7,DHA,Sprite - 350 Ml . Beverages . Flavored drink to make you happy . at Burger O'Clock . in DHA
item_274,1,Burger O'Clock,menu_item,Chick N Crisp Jalapeno Spark,Burgers,899.0,4.7,DHA,"Chick N Crisp Jalapeno Spark . Burgers . Crispy chicken patty, BOC secret sauce, jalapenos, jalapeno mayo sauce and, iceberg lettuce. . at Burger O'Clock . in DHA"
item_275,1,Burger O'Clock,menu_item,Chick N Crisp Smoky Tang,Burgers,899.0,4.7,DHA,"Chick N Crisp Smoky Tang . Burgers . Crispy chicken patty, BOC secret sauce, cheese slice, chicken pepperoni, sautéed onions, BBQ sauce, BBQ mayo sauce, and iceberg lettuce.Crispy chicken patty, BOC secret sauce, cheese slice, chicken pepperoni, sautéed onions, BBQ sauce, BBQ mayo sauce, and iceberg lettuce. . at Burger O'Clock . in DHA"
item_276,1,Burger O'Clock,menu_item,Chick n' Crisp Burger,Burgers,849.0,4.7,DHA,"Chick n' Crisp Burger . Burgers . Crispy chicken patty, BOC secret sauce, mayonnaise, and iceberg lettuce. . at Burger O'Clock . in DHA"
item_277,1,Burger O'Clock,menu_item,Fiery Gigantic,Burgers,1149.0,4.7,DHA,"Fiery Gigantic . Burgers . Crispy chicken double patties, cheese slice, chipotle mayo sauce, jalapenos, pickled cucumber, and iceberg lettuce. . at Burger O'Clock . in DHA"
item_278,1,Burger O'Clock,menu_item,Fire Bird Burger,Burgers,849.0,4.7,DHA,"Fire Bird Burger . Burgers . Crisp up your meal with a hint of spice! Crispy chicken patty, chipotle mayo sauce, and iceberg lettuce. . at Burger O'Clock . in DHA"
item_279,1,Burger O'Clock,menu_item,Gigantic Burger,Burgers,1149.0,4.7,DHA,"Gigantic Burger . Burgers . Crispy chicken double patties, cheese slice, mayo and BOC secret sauce, and iceberg lettuce. . at Burger O'Clock . in DHA"
item_280,1,Burger O'Clock,menu_item,Chick n Crisp Burger With 350ml Drink,Deals & Combos,798.4,4.7,DHA,"Chick n Crisp Burger With 350ml Drink . Deals & Combos . Crispy chicken patty, BO’C secret sauce, mayonnaise, and iceberg lettuce. . at Burger O'Clock . in DHA"
item_281,1,Burger O'Clock,menu_item,Fire Bird Burger With 350ml Drink,Deals & Combos,798.4,4.7,DHA,"Fire Bird Burger With 350ml Drink . Deals & Combos . Crisp up your meal with a hint of spice! Crispy chicken patty, chipotle mayo sauce, and iceberg lettuce. . at Burger O'Clock . in DHA"
item_282,1,Burger O'Clock,menu_item,Grill Chicken Jalapeno Spark,Burgers,999.0,4.7,DHA,"Grill Chicken Jalapeno Spark . Burgers . Juicy grilled chicken fillet, BOC secret sauce, cheese slice, jalapenos, jalapeno mayo sauce, and iceberg lettuce. . at Burger O'Clock . in DHA"
item_283,1,Burger O'Clock,menu_item,Grill Chicken Smoky Tang,Burgers,999.0,4.7,DHA,"Grill Chicken Smoky Tang . Burgers . Juicy grilled chicken fillet, BOC secret sauce, cheese slice, chicken pepperoni, sautéed onions, BBQ sauce, BBQ mayo sauce, and iceberg lettuce. . at Burger O'Clock . in DHA"
item_284,1,Burger O'Clock,menu_item,Grilled Chicken,Burgers,949.0,4.7,DHA,"Grilled Chicken . Burgers . Juicy grilled chicken fillet, BOC secret sauce, cheese slice, tomato slices, sautéed onions, chili garlic sauce, pickled cucumber, and iceberg lettuce. . at Burger O'Clock . in DHA"
item_285,1,Burger O'Clock,menu_item,Fries,Sides & Appetizers,349.0,4.7,DHA,"Fries . Sides & Appetizers . Crispy and crunchy perfection, straight from the deep-fried crispy and golden french fries seasoned with salt. . at Burger O'Clock . in DHA"
item_286,1,Burger O'Clock,menu_item,Zesty BBQ Fries,Sides & Appetizers,549.0,4.7,DHA,"Zesty BBQ Fries . Sides & Appetizers . Feel the crunch with a smoky kick, Fries seasoned with black pepper, chicken pepperoni, topped with smoky bbq mayo sauce, and a sprinkle of parsley. . at Burger O'Clock . in DHA"
item_287,1,Burger O'Clock,menu_item,Burger Meal,Other,699.0,4.7,DHA,"Burger Meal . Other . 1 fried chicken burger, 1 fries, 1 flavored milk, and 1 surprise cool toy. . at Burger O'Clock . in DHA"
item_288,1,Burger O'Clock,menu_item,Nuggets Meal,Other,699.0,4.7,DHA,"Nuggets Meal . Other . 4 pcs nuggets, 1 fries, 1 flavored milk, and 1 surprise cool toy. . at Burger O'Clock . in DHA"
item_289,1,Burger O'Clock,menu_item,Cheese Burger Fries,Sides & Appetizers,799.0,4.7,DHA,"Cheese Burger Fries . Sides & Appetizers . The delicious mashup you did not know you needed! Fries topped with beef patty, cheese slice, lettuce, onions, tomato, jalapeno, lines of BOC secret sauce, and a sprinkle of parsley. . at Burger O'Clock . in DHA"
item_290,1,Burger O'Clock,menu_item,Messy Fries,Sides & Appetizers,799.0,4.7,DHA,Messy Fries . Sides & Appetizers . Nacho cheese sauce and beef chili cooked in a tomato based sauce this fries will remind of you texas . at Burger O'Clock . in DHA
item_291,1,Burger O'Clock,menu_item,Sriracha Loaded Fries,Sides & Appetizers,799.0,4.7,DHA,"Sriracha Loaded Fries . Sides & Appetizers . Fries topped with crispy chicken chunks tossed in Sriracha sauce, lines of ranch sauce and Sriracha mayo, with a sprinkle of parsley. . at Burger O'Clock . in DHA"
item_292,1,Burger O'Clock,menu_item,Creamy Wrap,Shawarma & Wraps,799.0,4.7,DHA,"Creamy Wrap . Shawarma & Wraps . Wrap up your cravings with creamy perfection! Crispy chicken tenders wrapped in a soft, warm tortilla, with juicy tomato and crunchy iceberg lettuce. Pro Tip: Add fries inside your wrap to make it more loaded. . at Burger O'Clock . in DHA"
item_293,1,Burger O'Clock,menu_item,Dynamite Wrap,Shawarma & Wraps,799.0,4.7,DHA,"Dynamite Wrap . Shawarma & Wraps . Spice meets creamy in this flavor explosion! Crispy chicken tenders wrapped in a soft, warm tortilla, signature dynamite sauce and crunchy iceberg lettuce. Pro Tip: Add fries inside your wrap for that perfect crunch! . at Burger O'Clock . in DHA"
item_294,1,Burger O'Clock,menu_item,Fiery Wrap,Shawarma & Wraps,799.0,4.7,DHA,"Fiery Wrap . Shawarma & Wraps . Feel the fire in every bite! Crispy chicken tenders wrapped in a soft, warm tortilla, jalapenos, blend of zesty sauce and crunchy iceberg lettuce. Pro Tip: Make it extra loaded by adding fries inside your wrap. 
Crispy chicken chunks wrapped in a soft, warm tortilla, jalapenos, blend of zesty sauce and crunchy iceberg lettuce. . at Burger O'Clock . in DHA"
item_295,1,Burger O'Clock,menu_item,Peri Peri Wrap,Shawarma & Wraps,799.0,4.7,DHA,"Peri Peri Wrap . Shawarma & Wraps . This is no ordinary wrap! Its bold spicy and addictive! Crispy chicken tenders wrapped in a soft warm tortilla, peri peri sauce and crunchy iceberg lettuce. Pro Tip: Give your wrap that extra crunch by adding fries inside. . at Burger O'Clock . in DHA"
item_296,1,Burger O'Clock,menu_item,Smoky Wrap,Shawarma & Wraps,799.0,4.7,DHA,"Smoky Wrap . Shawarma & Wraps . A barbecue lovers dream! Crispy chicken tenders wrapped in a soft, warm tortilla, sautéed onions, chicken pepperoni, hickory smoky BBQ sauce and crunchy iceberg lettuce. Pro Tip: Load it with fries inside for a serious flavor boost. . at Burger O'Clock . in DHA"
item_297,1,Burger O'Clock,menu_item,Crunchos Burger,Burgers,1199.0,4.7,DHA,"Crunchos Burger . Burgers . 5 Oz juicy beef patty / grilled chicken fillet, 2 oz mozzarella cheese patty, cucumber pickles, jalapenos, nachos, chipotle mayo sauce and iceberg lettuce . at Burger O'Clock . in DHA"
item_298,1,Burger O'Clock,menu_item,Messy Meat Burger,Burgers,1199.0,4.7,DHA,"Messy Meat Burger . Burgers . 7 oz. Juicy smash beef patty, warm nacho cheese, chili in a tomato-based sauce, onion rings, jalapenos, pickles, dijon mayo sauce, and iceberg lettuce. . at Burger O'Clock . in DHA"
item_299,1,Burger O'Clock,menu_item,Philly Cheesesteak Burger,Burgers,1499.0,4.7,DHA,"Philly Cheesesteak Burger . Burgers . Philly Cheesesteak Burger! All the Philly feels, stacked in a burger! Smashed juicy beef patty, premium beef strips, sauteed onions, capsicum, pickles, cheese sauce, and a hint of Dijon  the perfect bite awaits! . at Burger O'Clock . in DHA"
item_300,1,Burger O'Clock,menu_item,Share The Goodness 1,Other,3099.0,4.7,DHA,"Share The Goodness 1 . Other . A feast to share! Enjoy any 2 burgers (except premium and breast fillet burger), 1 appetizer, 1 gourmet fries, and 2 soft drinks. - perfect for sharing! . at Burger O'Clock . in DHA"
item_301,1,Burger O'Clock,menu_item,Share The Goodness 2,Other,3699.0,4.7,DHA,"Share The Goodness 2 . Other . Share the love, Share the goodness! Any 2 premium burgers, 1 appetizer, 1 gourmet fries, and 2 soft drinks. . at Burger O'Clock . in DHA"
item_302,1,Burger O'Clock,menu_item,Beef Sliders,Other,2099.0,4.7,DHA,"Beef Sliders . Other . Slide into satisfaction with our beef slider box: Enjoy 4 juicy beef sliders, your choice of gourmet fries (wild or mayo garlic), and 2 soft drinks. . at Burger O'Clock . in DHA"
item_303,1,Burger O'Clock,menu_item,Chicken Sliders,Other,1899.0,4.7,DHA,"Chicken Sliders . Other . Enjoy a feast of flavors with our chicken sliders box: 4 sliders, 1 gourmet fries (wild or mayo garlic), and 2 soft drinks. . at Burger O'Clock . in DHA"
item_304,1,Burger O'Clock,menu_item,Party Box,Other,3599.0,4.7,DHA,"Party Box . Other . Make any gathering a hit with our party box: Enjoy 6 sliders (mix of beef and chicken), your choice of gourmet fries (wild or mayo garlic), 1 appetizer, and 3 soft drinks. Perfect for sharing and enjoying with friends! . at Burger O'Clock . in DHA"
item_305,1,Burger O'Clock,menu_item,Beef Cheese Burger With 350ml Drink,Deals & Combos,878.4,4.7,DHA,"Beef Cheese Burger With 350ml Drink . Deals & Combos . 4 oz. juicy smash beef patty, BOC secret sauce, cheese slice, and burger sauce. . at Burger O'Clock . in DHA"
item_306,1,Burger O'Clock,menu_item,Beef Mushroom Madness With 350ml Drink,Deals & Combos,958.4,4.7,DHA,"Beef Mushroom Madness With 350ml Drink . Deals & Combos . Smashed beef patty topped with imported mushrooms, perfectly sautéed onions, and melty cheese slice with BOC special mayo sauce. . at Burger O'Clock . in DHA"
item_307,1,Burger O'Clock,menu_item,Beef Old School With 350ml Drink,Deals & Combos,878.4,4.7,DHA,"Beef Old School With 350ml Drink . Deals & Combos . Taste the essence of nostalgia with 4 oz. juicy smash beef patty, BOC secret sauce, cheese slices, tomato slices, onions, pickled cucumber, and iceberg lettuce. . at Burger O'Clock . in DHA"
item_308,1,Burger O'Clock,menu_item,Beef Smoky Tang With 350ml Drink,Deals & Combos,918.4,4.7,DHA,"Beef Smoky Tang With 350ml Drink . Deals & Combos . Juicy smash beef patty, BOC secret sauce, cheese slice, beef pepperoni, sautéed onions, BBQ sauce, BBQ mayo sauce, and iceberg lettuce. . at Burger O'Clock . in DHA"
item_309,1,Burger O'Clock,menu_item,Grill Chicken Burger With 350ml Drink,Deals & Combos,878.4,4.7,DHA,"Grill Chicken Burger With 350ml Drink . Deals & Combos . Juicy grilled chicken fillet, BOC secret sauce, cheese slice, tomato slices, sautéed onions, chili garlic sauce, pickled cucumber, and iceberg lettuce. . at Burger O'Clock . in DHA"
item_310,1,Burger O'Clock,menu_item,Grill Chicken Smoky Tang With 350ml Drink,Deals & Combos,918.4,4.7,DHA,"Grill Chicken Smoky Tang With 350ml Drink . Deals & Combos . Juicy grilled chicken fillet, BOC secret sauce, cheese slice, chicken pepperoni, sautéed onions, BBQ sauce, BBQ mayo sauce, and iceberg lettuce. . at Burger O'Clock . in DHA"
item_311,1,Burger O'Clock,menu_item,Mayo Garlic Fries,Deals & Combos,439.2,4.7,DHA,"Mayo Garlic Fries . Deals & Combos . Unleash the garlic mayo magic on your fries seasoned with salt, topped with garlic mayo sauce, and a sprinkle of parsley. . at Burger O'Clock . in DHA"
item_312,1,Burger O'Clock,menu_item,Wild Fries,Deals & Combos,439.2,4.7,DHA,"Wild Fries . Deals & Combos . Take a bite on the wild side with our Fries with chipotle seasoning topped with spicy chipotle sauce, jalapenos, and a sprinkle of parsley. . at Burger O'Clock . in DHA"
item_313,1,Burger O'Clock,menu_item,Oklahoma Beef,Snacks,1299.0,4.7,DHA,"Oklahoma Beef . Snacks . 4 oz. X 2 juicy smash beef patties, 2 cheese slices, lots of onions, mayo sauce and Burger sauce. . at Burger O'Clock . in DHA"
item_314,1,Burger O'Clock,menu_item,The OG Beef,Snacks,1299.0,4.7,DHA,"The OG Beef . Snacks . 4 oz. X 2 juicy smash beef patties, 2 cheese slices, pickles, onions, mayo sauce, mustard sauce, ketchup and our special BOC secret sauce. . at Burger O'Clock . in DHA"
item_315,132,CHOP & GRILL,menu_item,Chicken Drum Sticks 3 PC,Sides & Appetizers,810.0,4.4,DHA,"Chicken Drum Sticks 3 PC . Sides & Appetizers . 🍗 Drum Sticks
Flavorful chicken drumsticks, perfectly seasoned and fried till crispy and delicious. . at CHOP & GRILL . in DHA"
item_316,132,CHOP & GRILL,menu_item,Cripsy Chicken Wings 6PC,Sides & Appetizers,950.0,4.4,DHA,"Cripsy Chicken Wings 6PC . Sides & Appetizers . 🍗 Crispy Wings
Golden fried wings with an irresistible crunch on the outside and juicy tenderness inside. . at CHOP & GRILL . in DHA"
item_317,132,CHOP & GRILL,menu_item,Stuffed Chicken Strips 2 PC,Sides & Appetizers,1190.0,4.4,DHA,"Stuffed Chicken Strips 2 PC . Sides & Appetizers . 🍗 Stuff Chicken Strips
Juicy chicken strips stuffed with rich flavors, coated in a crispy golden crust for the perfect bite. . at CHOP & GRILL . in DHA"
item_318,132,CHOP & GRILL,menu_item,BBQ Mix Platter,BBQ & Grill,2100.0,4.4,DHA,BBQ Mix Platter . BBQ & Grill . A delicious assortment featuring 2 pieces of chicken cheese kabab 2 pieces of chicken kabab half portion of tender malai boti half portion of flavorful tikka boti and 2 gola kabab. A perfect mix of grilled specialties cooked to perfection . at CHOP & GRILL . in DHA
item_319,132,CHOP & GRILL,menu_item,Chicken Boneless Boti 10 pc,BBQ & Grill,1200.0,4.4,DHA,Chicken Boneless Boti 10 pc . BBQ & Grill . Tender boneless chicken pieces marinated in traditional spices and grilled to perfection. Ten succulent pieces of juicy chicken boti with a smoky charred exterior and aromatic flavors ideal for any occasion . at CHOP & GRILL . in DHA
item_320,132,CHOP & GRILL,menu_item,Chicken Breast Piece,BBQ & Grill,600.0,4.4,DHA,Chicken Breast Piece . BBQ & Grill . Tender grilled chicken breast piece marinated in aromatic spices and cooked over charcoal to perfection. Juicy succulent and bursting with smoky flavors served hot with your choice of dipping sauces . at CHOP & GRILL . in DHA
item_321,132,CHOP & GRILL,menu_item,Chicken Cheese Boneless Boti - 12 Pieces,BBQ & Grill,1450.0,4.4,DHA,Chicken Cheese Boneless Boti - 12 Pieces . BBQ & Grill . Tender boneless chicken pieces marinated in aromatic spices and melted cheese grilled to perfection. Twelve succulent boti pieces with a smoky char and juicy interior served hot . at CHOP & GRILL . in DHA
item_322,132,CHOP & GRILL,menu_item,Chicken Cheese Kabab 6 pc,BBQ & Grill,1450.0,4.4,DHA,Chicken Cheese Kabab 6 pc . BBQ & Grill . Six succulent grilled chicken kababs infused with melted cheese creating a delicious smoky flavor. Tender marinated chicken pieces perfectly charred on the outside and juicy within paired with creamy cheese for an irresistible taste. . at CHOP & GRILL . in DHA
item_323,132,CHOP & GRILL,menu_item,Chicken Leg Piece,BBQ & Grill,550.0,4.4,DHA,Chicken Leg Piece . BBQ & Grill . Succulent chicken leg piece marinated in aromatic spices and grilled to perfection with a smoky charred exterior and tender juicy meat inside . at CHOP & GRILL . in DHA
item_324,132,CHOP & GRILL,menu_item,Chicken Malai Boti 10pc,BBQ & Grill,1200.0,4.4,DHA,Chicken Malai Boti 10pc . BBQ & Grill . Tender chicken pieces marinated in creamy malai yogurt and aromatic spices then grilled to perfection over charcoal A succulent Bar B Q favorite with a rich smoky flavor and soft juicy texture . at CHOP & GRILL . in DHA
item_325,132,CHOP & GRILL,menu_item,Chicken Seekh Kabab (6 Pc),BBQ & Grill,1200.0,4.4,DHA,"Chicken Seekh Kabab (6 Pc) . BBQ & Grill . Six succulent pieces of tender chicken marinated in aromatic spices and grilled to perfection over charcoal. Juicy and flavorful with a smoky char, served hot and ready to enjoy. . at CHOP & GRILL . in DHA"
item_326,132,CHOP & GRILL,menu_item,Chicken TWA Leg Piece,BBQ & Grill,800.0,4.4,DHA,Chicken TWA Leg Piece . BBQ & Grill . Tender chicken leg piece marinated in aromatic spices and grilled to perfection with a smoky charred exterior and juicy succulent meat inside . at CHOP & GRILL . in DHA
item_327,132,CHOP & GRILL,menu_item,Chicken Tikka Boti 12 pc,BBQ & Grill,1050.0,4.4,DHA,Chicken Tikka Boti 12 pc . BBQ & Grill . Tender boneless and bone chicken pieces marinated in aromatic spices and yogurt then grilled to perfection over charcoal A succulent Bar B Q specialty with a smoky flavor and juicy texture . at CHOP & GRILL . in DHA
item_328,132,CHOP & GRILL,menu_item,Chicken Twa Breast Pieces,BBQ & Grill,850.0,4.4,DHA,Chicken Twa Breast Pieces . BBQ & Grill . Succulent chicken breast pieces grilled to perfection with aromatic spices and smoky flavors. Tender juicy meat with a charred exterior served hot and ready to enjoy. . at CHOP & GRILL . in DHA
item_329,132,CHOP & GRILL,menu_item,Chicken Petty Burger,Burgers,400.0,4.4,DHA,"Chicken Petty Burger . Burgers . Juicy beef patty cooked to perfection, topped with fresh ingredients and flavorful sauces in a soft bun. . at CHOP & GRILL . in DHA"
item_330,132,CHOP & GRILL,menu_item,Crispy Chicken Burger,Burgers,540.0,4.4,DHA,Crispy Chicken Burger . Burgers . Golden fried crispy chicken fillet with fresh veggies and creamy sauce in a soft toasted bun. . at CHOP & GRILL . in DHA
item_331,132,CHOP & GRILL,menu_item,Double Crunch Burger,Burgers,810.0,4.4,DHA,"Double Crunch Burger . Burgers . Extra crispy double-layered chicken with crunchy texture, cheese, and bold sauces for a powerful bite. . at CHOP & GRILL . in DHA"
item_332,132,CHOP & GRILL,menu_item,Grilled Chicken Burger,Burgers,745.0,4.4,DHA,"Grilled Chicken Burger . Burgers . Perfectly grilled patty with smoky flavor, layered with fresh toppings and our signature sauces. . at CHOP & GRILL . in DHA"
item_333,132,CHOP & GRILL,menu_item,Stuffed Chicken Burger,Burgers,990.0,4.4,DHA,Stuffed Chicken Burger . Burgers . stuffed chicken burger with special cheese etc . at CHOP & GRILL . in DHA
item_334,132,CHOP & GRILL,menu_item,Beef Chowmein,Chinese,880.0,4.4,DHA,"Beef Chowmein . Chinese . 🥩 Beef Chowmein
Flavorful noodles tossed with tender beef and fresh veggies in classic Chinese sauces. . at CHOP & GRILL . in DHA"
item_335,132,CHOP & GRILL,menu_item,Black pepper chicken Half ( with rice),Chinese,740.0,4.4,DHA,"Black pepper chicken Half ( with rice) . Chinese . 🍗 Chicken Black Pepper with rice 
Juicy chicken cooked in a bold black pepper sauce with a rich, spicy aroma. . at CHOP & GRILL . in DHA"
item_336,132,CHOP & GRILL,menu_item,Black pepper chicken Large ( with rice),Chinese,1950.0,4.4,DHA,"Black pepper chicken Large ( with rice) . Chinese . 🍗 Chicken Black Pepper with rice
Juicy chicken cooked in a bold black pepper sauce with a rich, spicy aroma. . at CHOP & GRILL . in DHA"
item_337,132,CHOP & GRILL,menu_item,Cashew Nut Chicken Large (with rice),Chinese,2480.0,4.4,DHA,"Cashew Nut Chicken Large (with rice) . Chinese . Chicken Cashew Nut
Crunchy cashew nuts stir-fried with spices and chili sauce for a unique, rich taste. . at CHOP & GRILL . in DHA"
item_338,132,CHOP & GRILL,menu_item,Cashew Nut chicken Half (with rice),Chinese,960.0,4.4,DHA,"Cashew Nut chicken Half (with rice) . Chinese . Cashew Nut chicken
Crunchy cashew nuts stir-fried with spices and chili sauce for a unique, rich taste. . at CHOP & GRILL . in DHA"
item_339,132,CHOP & GRILL,menu_item,Chicken Chowmein,Chinese,740.0,4.4,DHA,"Chicken Chowmein . Chinese . 🍜 Chicken Chowmein
Stir-fried noodles with tender chicken, fresh vegetables, and savory sauces. . at CHOP & GRILL . in DHA"
item_340,132,CHOP & GRILL,menu_item,Chicken Manchurian Half,Chinese,820.0,4.4,DHA,"Chicken Manchurian Half . Chinese . 🥢 Manchurian
Soft, juicy pieces tossed in a rich, tangy Manchurian sauce with a perfect balance of spices. . at CHOP & GRILL . in DHA"
item_341,132,CHOP & GRILL,menu_item,Chicken Manchurian Large,Chinese,1950.0,4.4,DHA,"Chicken Manchurian Large . Chinese . 🥢 Manchurian
Soft, juicy pieces tossed in a rich, tangy Manchurian sauce with a perfect balance of spices. . at CHOP & GRILL . in DHA"
item_342,132,CHOP & GRILL,menu_item,Chicken Shaslik Half(with Rice),Chinese,820.0,4.4,DHA,"Chicken Shaslik Half(with Rice) . Chinese . Chicken Shashlik 
Tender chicken cubes cooked with onions, capsicum, and rich sauces for a sizzling taste. . at CHOP & GRILL . in DHA"
